Percentage, voltage
24.4125724748245,48.25352
24.1074153188892,48.21866
23.8022581629539,48.18366
23.4971010070186,48.14852
23.1919438510833,48.11324
22.886786695148,48.07782
22.5816295392127,48.04212
22.2764723832774,48.00628
21.9713152273421,47.97044
21.6661580714068,47.93432
21.3610009154715,47.89792
21.0558437595362,47.86138
20.7506866036009,47.8247
20.4455294476655,47.78788
20.1403722917302,47.75064
19.8352151357949,47.71312
19.5300579798596,47.67518
19.2249008239243,47.63682
18.919743667989,47.5979
18.6145865120537,47.55842
18.3094293561184,47.51796
18.0042722001831,47.47666
17.6991150442478,47.43424
17.3939578883125,47.39056
17.0888007323772,47.3459
16.7836435764419,47.30026
16.4784864205066,47.25406
16.1733292645713,47.2073
15.8681721086359,47.15998
15.5630149527006,47.1121
15.2578577967653,47.06366
14.95270064083,47.01452
14.6475434848947,46.96482
14.3423863289594,46.91428
14.0372291730241,46.86304
13.7320720170888,46.81124
13.4269148611535,46.7586
13.1217577052182,46.70512
12.8166005492829,46.6508
12.5114433933476,46.59564
12.2062862374123,46.5395
11.901129081477,46.48238
11.5959719255417,46.42414
11.2908147696063,46.36478
10.985657613671,46.30444
10.6805004577357,46.24284
10.3753433018004,46.18026
10.0701861458651,46.11642
9.76502898992981,46.05146
9.45987183399451,45.98524
9.1547146780592,45.9179
8.84955752212389,45.8493
8.54440036618859,45.77916
8.23924321025328,45.70762
7.93408605431797,45.6344
7.62892889838267,45.55936
7.32377174244736,45.48236
7.01861458651205,45.40312
6.71345743057675,45.3215
6.40830027464144,45.23708
6.10314311870613,45.1493
5.79798596277083,45.05774
5.49282880683552,44.9617
5.18767165090021,44.86006
4.88251449496491,44.75268
4.5773573390296,44.639
4.27220018309429,44.5186
3.96704302715899,44.39092
3.66188587122368,44.25582
3.35672871528837,44.1133
3.05157155935307,43.96364
2.74641440341776,43.8074
2.44125724748245,43.64542
2.13610009154715,43.4763
1.83094293561184,43.29752
1.52578577967653,43.1067
1.22062862374123,42.90118
0.91547146780592,42.67858
0.610314311870613,42.4361
0.305157155935307,42.17164
0,41.88184
